region,date,index
Manitoba,2021-02-18,111.11
Manitoba,2021-02-19,130.54
Manitoba,2021-02-20,118.59
Manitoba,2021-02-21,93.79
Manitoba,2021-02-22,101.09
Manitoba,2021-02-23,106.78
Manitoba,2021-02-24,107.4
Manitoba,2021-02-25,113.76
Manitoba,2021-02-26,130.42
Manitoba,2021-02-27,113.25
Manitoba,2021-02-28,91.32
Manitoba,2021-03-01,103.61
Manitoba,2021-03-02,106.66
Manitoba,2021-03-03,110.58
Manitoba,2021-03-04,115.13
Manitoba,2021-03-05,136.57
Manitoba,2021-03-06,124.95
Manitoba,2021-03-07,95.08
Manitoba,2021-03-08,107.83
Manitoba,2021-03-09,105.23
Manitoba,2021-03-10,110.62
Manitoba,2021-03-11,113.75
Manitoba,2021-03-12,NA
Manitoba,2021-03-13,129.21
Manitoba,2021-03-14,98.11
Manitoba,2021-03-15,107.77
Manitoba,2021-03-16,114.58
Manitoba,2021-03-17,115.67
Manitoba,2021-03-18,123.4
Manitoba,2021-03-19,146.09
Manitoba,2021-03-20,135.19
Manitoba,2021-03-21,97.41
Manitoba,2021-03-22,112.79
Manitoba,2021-03-23,114.08
Manitoba,2021-03-24,117.77
Manitoba,2021-03-25,121.41
Manitoba,2021-03-26,139.27
Manitoba,2021-03-27,135.12
Manitoba,2021-03-28,106.26
Manitoba,2021-03-29,122.74
Manitoba,2021-03-30,113.79
Manitoba,2021-03-31,135.34
Manitoba,2021-04-01,158.13
Manitoba,2021-04-02,118.4
Manitoba,2021-04-03,127.64
Manitoba,2021-04-04,89.71
Manitoba,2021-04-05,113.48
Manitoba,2021-04-06,121.56
Manitoba,2021-04-07,126.67
Manitoba,2021-04-08,125.99
Manitoba,2021-04-09,145.92
Manitoba,2021-04-10,139.64
Manitoba,2021-04-11,103.09
Manitoba,2021-04-12,100.29
Manitoba,2021-04-13,101.71
Manitoba,2021-04-14,115.21
Manitoba,2021-04-15,127.54
Manitoba,2021-04-16,148.31
Manitoba,2021-04-17,132.52
Manitoba,2021-04-18,94.08
Manitoba,2021-04-19,110.47
Manitoba,2021-04-20,122.92
Manitoba,2021-04-21,126.95
Manitoba,2021-04-22,134.8
Manitoba,2021-04-23,146.87
Manitoba,2021-04-24,137.2
Manitoba,2021-04-25,107.34
Manitoba,2021-04-26,123.78
Manitoba,2021-04-27,135
Manitoba,2021-04-28,133.72
Manitoba,2021-04-29,139.39
Manitoba,2021-04-30,155.71
Manitoba,2021-05-01,146.15
Manitoba,2021-05-02,106.94
Manitoba,2021-05-03,131.79
Manitoba,2021-05-04,134.8
Manitoba,2021-05-05,139.28
Manitoba,2021-05-06,142.25
Manitoba,2021-05-07,162.4
Manitoba,2021-05-08,146.97
Manitoba,2021-05-09,114.4
Manitoba,2021-05-10,127.99
Manitoba,2021-05-11,135.29
Manitoba,2021-05-12,139.94
Manitoba,2021-05-13,142.04
Manitoba,2021-05-14,158.9
Manitoba,2021-05-15,141.88
Manitoba,2021-05-16,117.11
Manitoba,2021-05-17,141.04
Manitoba,2021-05-18,144.76
Manitoba,2021-05-19,139.03
Manitoba,2021-05-20,143.79
Manitoba,2021-05-21,155.1
Manitoba,2021-05-22,116.24
Manitoba,2021-05-23,102.67
Manitoba,2021-05-24,109.34
Manitoba,2021-05-25,136.04
Manitoba,2021-05-26,139.36
Manitoba,2021-05-27,146.88
Manitoba,2021-05-28,164.65
Manitoba,2021-05-29,132.06
Manitoba,2021-05-30,114.8
Manitoba,2021-05-31,140.2
Manitoba,2021-06-01,142.54
Manitoba,2021-06-02,146.66
Manitoba,2021-06-03,150.23
Manitoba,2021-06-04,170.05
Manitoba,2021-06-05,141.4
Manitoba,2021-06-06,111.81
Manitoba,2021-06-07,139.49
Manitoba,2021-06-08,143.12
Manitoba,2021-06-09,135.58
Manitoba,2021-06-10,151.18
Manitoba,2021-06-11,158.92
Manitoba,2021-06-12,152.64
Manitoba,2021-06-13,131.04
Manitoba,2021-06-14,151.87
Manitoba,2021-06-15,156.43
Manitoba,2021-06-16,157.45
Manitoba,2021-06-17,162.63
Manitoba,2021-06-18,185.34
Manitoba,2021-06-19,155.47
Manitoba,2021-06-20,127.26
Manitoba,2021-06-21,155.63
Manitoba,2021-06-22,163.12
Manitoba,2021-06-23,162.93
Manitoba,2021-06-24,170.68
Manitoba,2021-06-25,187.42
Manitoba,2021-06-26,161.14
Manitoba,2021-06-27,144.44
Manitoba,2021-06-28,176.91
Manitoba,2021-06-29,180.8
Manitoba,2021-06-30,196.07
Manitoba,2021-07-01,163.17
Manitoba,2021-07-02,175.91
Manitoba,2021-07-03,157.39
Manitoba,2021-07-04,143.69
Manitoba,2021-07-05,175.08
Manitoba,2021-07-06,170.15
Manitoba,2021-07-07,175.85
Manitoba,2021-07-08,181.02
Manitoba,2021-07-09,201.27
Manitoba,2021-07-10,172.33
Manitoba,2021-07-11,148.82
Manitoba,2021-07-12,170.57
Manitoba,2021-07-13,178.42
Manitoba,2021-07-14,181.98
Manitoba,2021-07-15,188.8
Manitoba,2021-07-16,205.68
Manitoba,2021-07-17,173.57
Manitoba,2021-07-18,154.7
Manitoba,2021-07-19,175.05
Manitoba,2021-07-20,178.02
Manitoba,2021-07-21,182.29
Manitoba,2021-07-22,190.22
Manitoba,2021-07-23,203.92
Manitoba,2021-07-24,184.5
Manitoba,2021-07-25,158.08
Manitoba,2021-07-26,181.03
Manitoba,2021-07-27,184.02
Manitoba,2021-07-28,193.5
Manitoba,2021-07-29,199.11
Manitoba,2021-07-30,216.58
Manitoba,2021-07-31,185.18
Manitoba,2021-08-01,158.75
Manitoba,2021-08-02,160.19
Manitoba,2021-08-03,186.75
Manitoba,2021-08-04,185.06
Manitoba,2021-08-05,187.62
Manitoba,2021-08-06,206.95
Manitoba,2021-08-07,186.27
Manitoba,2021-08-08,158.87
Manitoba,2021-08-09,171.46
Manitoba,2021-08-10,183.18
Manitoba,2021-08-11,190.66
Manitoba,2021-08-12,195.68
Manitoba,2021-08-13,220.34
Manitoba,2021-08-14,190.48
Manitoba,2021-08-15,161.08
Manitoba,2021-08-16,180.04
Manitoba,2021-08-17,188.94
Manitoba,2021-08-18,193.81
Manitoba,2021-08-19,198.32
Manitoba,2021-08-20,210.26
Manitoba,2021-08-21,181.53
Manitoba,2021-08-22,150.57
Manitoba,2021-08-23,179.69
Manitoba,2021-08-24,179.58
Manitoba,2021-08-25,193.72
Manitoba,2021-08-26,199.05
Manitoba,2021-08-27,218.37
Manitoba,2021-08-28,193.01
Manitoba,2021-08-29,162.21
Manitoba,2021-08-30,184.36
Manitoba,2021-08-31,194.09
New Brunswick,2020-01-13,100
New Brunswick,2020-01-14,102.62
New Brunswick,2020-01-15,104.52
New Brunswick,2020-01-16,102.65
New Brunswick,2020-01-17,133.37
New Brunswick,2020-01-18,143.05
New Brunswick,2020-01-19,68.73
New Brunswick,2020-01-20,104.43
New Brunswick,2020-01-21,107.55
New Brunswick,2020-01-22,107.11
New Brunswick,2020-01-23,119.71
New Brunswick,2020-01-24,149.09
New Brunswick,2020-01-25,144.88
New Brunswick,2020-01-26,92.29
New Brunswick,2020-01-27,106.08
New Brunswick,2020-01-28,107.83
New Brunswick,2020-01-29,103.78
New Brunswick,2020-01-30,114.92
New Brunswick,2020-01-31,146.49
New Brunswick,2020-02-01,148.84
New Brunswick,2020-02-02,105.32
New Brunswick,2020-02-03,101.2
New Brunswick,2020-02-04,103.74
New Brunswick,2020-02-05,106.72
New Brunswick,2020-02-06,97.86
New Brunswick,2020-02-07,81.5
New Brunswick,2020-02-08,134.86
New Brunswick,2020-02-09,106.54
New Brunswick,2020-02-10,96.82
New Brunswick,2020-02-11,110.08
New Brunswick,2020-02-12,108.79
New Brunswick,2020-02-13,113.46
New Brunswick,2020-02-14,158.97
New Brunswick,2020-02-15,153.8
New Brunswick,2020-02-16,128.93
New Brunswick,2020-02-17,108.65
New Brunswick,2020-02-18,114.78
New Brunswick,2020-02-19,111.88
New Brunswick,2020-02-20,124.15
New Brunswick,2020-02-21,151.23
New Brunswick,2020-02-22,162.69
New Brunswick,2020-02-23,124.65
New Brunswick,2020-02-24,109.68
New Brunswick,2020-02-25,111.49
New Brunswick,2020-02-26,119.06
New Brunswick,2020-02-27,85.7
New Brunswick,2020-02-28,141.92
New Brunswick,2020-02-29,144.19
New Brunswick,2020-03-01,106.48
New Brunswick,2020-03-02,120.36
New Brunswick,2020-03-03,123
New Brunswick,2020-03-04,119.8
New Brunswick,2020-03-05,132.57
New Brunswick,2020-03-06,153.23
New Brunswick,2020-03-07,136.84
New Brunswick,2020-03-08,115.07
New Brunswick,2020-03-09,104.25
New Brunswick,2020-03-10,92.57
New Brunswick,2020-03-11,111.37
New Brunswick,2020-03-12,112.56
New Brunswick,2020-03-13,109.85
New Brunswick,2020-03-14,109.11
New Brunswick,2020-03-15,89.43
New Brunswick,2020-03-16,95.02
New Brunswick,2020-03-17,87.19
New Brunswick,2020-03-18,86.53
New Brunswick,2020-03-19,78.86
New Brunswick,2020-03-20,75.04
New Brunswick,2020-03-21,73.89
New Brunswick,2020-03-22,61.53
New Brunswick,2020-03-23,65.6
New Brunswick,2020-03-24,56.13
New Brunswick,2020-03-25,66.24
New Brunswick,2020-03-26,63.54
New Brunswick,2020-03-27,64.37
New Brunswick,2020-03-28,71.37
New Brunswick,2020-03-29,59.74
New Brunswick,2020-03-30,56.78
New Brunswick,2020-03-31,57.63
New Brunswick,2020-04-01,57.07
New Brunswick,2020-04-02,56.98
New Brunswick,2020-04-03,65.63
New Brunswick,2020-04-04,61.25
New Brunswick,2020-04-05,56.62
New Brunswick,2020-04-06,60.65
New Brunswick,2020-04-07,64.76
New Brunswick,2020-04-08,66.96
New Brunswick,2020-04-09,71.22
New Brunswick,2020-04-10,45.66
New Brunswick,2020-04-11,63.9
New Brunswick,2020-04-12,48.16
New Brunswick,2020-04-13,54.85
New Brunswick,2020-04-14,70.06
New Brunswick,2020-04-15,73.65
New Brunswick,2020-04-16,74.43
New Brunswick,2020-04-17,81.06
New Brunswick,2020-04-18,74.97
New Brunswick,2020-04-19,75.04
New Brunswick,2020-04-20,74.43
New Brunswick,2020-04-21,76.09
New Brunswick,2020-04-22,78.83
New Brunswick,2020-04-23,81.74
New Brunswick,2020-04-24,90.47
New Brunswick,2020-04-25,88.94
New Brunswick,2020-04-26,77.75
New Brunswick,2020-04-27,77.36
New Brunswick,2020-04-28,86.22
New Brunswick,2020-04-29,99.08
New Brunswick,2020-04-30,97.47
New Brunswick,2020-05-01,102.95
New Brunswick,2020-05-02,95.77
New Brunswick,2020-05-03,88.47
New Brunswick,2020-05-04,88.88
New Brunswick,2020-05-05,90.66
New Brunswick,2020-05-06,103.76
New Brunswick,2020-05-07,99.65
New Brunswick,2020-05-08,110.95
New Brunswick,2020-05-09,86.55
New Brunswick,2020-05-10,80.26
New Brunswick,2020-05-11,NA
New Brunswick,2020-05-12,NA
New Brunswick,2020-05-13,116
New Brunswick,2020-05-14,123.96
New Brunswick,2020-05-15,132.39
New Brunswick,2020-05-16,117.01
New Brunswick,2020-05-17,123.57
New Brunswick,2020-05-18,111.53
New Brunswick,2020-05-19,127.39
New Brunswick,2020-05-20,137.99
New Brunswick,2020-05-21,143.16
New Brunswick,2020-05-22,155.15
New Brunswick,2020-05-23,136.66
New Brunswick,2020-05-24,120.04
New Brunswick,2020-05-25,127.99
New Brunswick,2020-05-26,140.13
New Brunswick,2020-05-27,143.09
New Brunswick,2020-05-28,152.09
New Brunswick,2020-05-29,153.51
New Brunswick,2020-05-30,129.59
New Brunswick,2020-05-31,113.35
New Brunswick,2020-06-01,128.82
New Brunswick,2020-06-02,134.92
New Brunswick,2020-06-03,130.34
New Brunswick,2020-06-04,136.27
New Brunswick,2020-06-05,155.12
New Brunswick,2020-06-06,127.26
New Brunswick,2020-06-07,109.74
New Brunswick,2020-06-08,138.83
New Brunswick,2020-06-09,138.31
New Brunswick,2020-06-10,146.18
New Brunswick,2020-06-11,143.24
New Brunswick,2020-06-12,160
New Brunswick,2020-06-13,165.34
New Brunswick,2020-06-14,123.08
New Brunswick,2020-06-15,147.52
New Brunswick,2020-06-16,151.58
New Brunswick,2020-06-17,153.5
New Brunswick,2020-06-18,160.11
New Brunswick,2020-06-19,182.72
New Brunswick,2020-06-20,164.83
New Brunswick,2020-06-21,131.19
New Brunswick,2020-06-22,154.27
New Brunswick,2020-06-23,164.45
New Brunswick,2020-06-24,164.66
New Brunswick,2020-06-25,170.85
New Brunswick,2020-06-26,187.7
New Brunswick,2020-06-27,180.19
New Brunswick,2020-06-28,147.91
New Brunswick,2020-06-29,159.18
New Brunswick,2020-06-30,174.36
New Brunswick,2020-07-01,158.57
New Brunswick,2020-07-02,181.72
New Brunswick,2020-07-03,239.47
New Brunswick,2020-07-04,210.76
New Brunswick,2020-07-05,162.21
New Brunswick,2020-07-06,175.88
New Brunswick,2020-07-07,186.9
New Brunswick,2020-07-08,175.09
New Brunswick,2020-07-09,201.79
New Brunswick,2020-07-10,233.03
New Brunswick,2020-07-11,192.81
New Brunswick,2020-07-12,177.62
New Brunswick,2020-07-13,193.16
New Brunswick,2020-07-14,178.08
New Brunswick,2020-07-15,192.78
New Brunswick,2020-07-16,206.03
New Brunswick,2020-07-17,225.29
New Brunswick,2020-07-18,220
New Brunswick,2020-07-19,185.26
New Brunswick,2020-07-20,188.93
New Brunswick,2020-07-21,200.69
New Brunswick,2020-07-22,194.97
New Brunswick,2020-07-23,196.35
New Brunswick,2020-07-24,239.69
New Brunswick,2020-07-25,235.79
New Brunswick,2020-07-26,181.03
New Brunswick,2020-07-27,194.37
New Brunswick,2020-07-28,198.79
New Brunswick,2020-07-29,207.28
New Brunswick,2020-07-30,207.83
New Brunswick,2020-07-31,248.13
New Brunswick,2020-08-01,259.2
New Brunswick,2020-08-02,219.61
New Brunswick,2020-08-03,200.79
New Brunswick,2020-08-04,215.65
New Brunswick,2020-08-05,211.34
New Brunswick,2020-08-06,224.13
New Brunswick,2020-08-07,263.24
New Brunswick,2020-08-08,259.31
New Brunswick,2020-08-09,211.73
New Brunswick,2020-08-10,210.6
New Brunswick,2020-08-11,210.76
New Brunswick,2020-08-12,209.88
New Brunswick,2020-08-13,220.39
New Brunswick,2020-08-14,262.83
New Brunswick,2020-08-15,246.38
New Brunswick,2020-08-16,208.47
New Brunswick,2020-08-17,201.45
New Brunswick,2020-08-18,202.89
New Brunswick,2020-08-19,212.08
New Brunswick,2020-08-20,220.53
New Brunswick,2020-08-21,252.43
New Brunswick,2020-08-22,248.76
New Brunswick,2020-08-23,206.58
New Brunswick,2020-08-24,207.14
New Brunswick,2020-08-25,187.04
New Brunswick,2020-08-26,211.5
New Brunswick,2020-08-27,221.93
New Brunswick,2020-08-28,241.71
New Brunswick,2020-08-29,217.31
New Brunswick,2020-08-30,174.21
New Brunswick,2020-08-31,188.07
New Brunswick,2020-09-01,207.92
New Brunswick,2020-09-02,202.51
New Brunswick,2020-09-03,204.5
New Brunswick,2020-09-04,254.27
New Brunswick,2020-09-05,250.92
New Brunswick,2020-09-06,203.71
New Brunswick,2020-09-07,178.48
New Brunswick,2020-09-08,185.86
New Brunswick,2020-09-09,183.58
New Brunswick,2020-09-10,178.89
New Brunswick,2020-09-11,214.23
New Brunswick,2020-09-12,217.8
New Brunswick,2020-09-13,166.06
New Brunswick,2020-09-14,170.55
New Brunswick,2020-09-15,170.69
New Brunswick,2020-09-16,170.73
New Brunswick,2020-09-17,172.9
New Brunswick,2020-09-18,208.31
New Brunswick,2020-09-19,211.22
New Brunswick,2020-09-20,164.47
New Brunswick,2020-09-21,163.09
New Brunswick,2020-09-22,137.49
New Brunswick,2020-09-23,145.86
New Brunswick,2020-09-24,171.87
New Brunswick,2020-09-25,201.71
New Brunswick,2020-09-26,213.86
New Brunswick,2020-09-27,162.14
New Brunswick,2020-09-28,153.85
New Brunswick,2020-09-29,153.92
New Brunswick,2020-09-30,151.52
New Brunswick,2020-10-01,168.2
New Brunswick,2020-10-02,190.93
New Brunswick,2020-10-03,193.4
New Brunswick,2020-10-04,152.27
New Brunswick,2020-10-05,141.37
New Brunswick,2020-10-06,146.17
New Brunswick,2020-10-07,148.82
New Brunswick,2020-10-08,155.3
New Brunswick,2020-10-09,183.92
New Brunswick,2020-10-10,144.73
New Brunswick,2020-10-11,103.66
New Brunswick,2020-10-12,109.43
New Brunswick,2020-10-13,128.35
New Brunswick,2020-10-14,123.32
New Brunswick,2020-10-15,141.41
New Brunswick,2020-10-16,159.71
New Brunswick,2020-10-17,127.95
New Brunswick,2020-10-18,116.96
New Brunswick,2020-10-19,128.65
New Brunswick,2020-10-20,130.83
New Brunswick,2020-10-21,132.56
New Brunswick,2020-10-22,143.1
New Brunswick,2020-10-23,165.07
New Brunswick,2020-10-24,156.34
New Brunswick,2020-10-25,119.42
New Brunswick,2020-10-26,130.7
New Brunswick,2020-10-27,132.12
New Brunswick,2020-10-28,135.85
New Brunswick,2020-10-29,151.08
New Brunswick,2020-10-30,167.99
New Brunswick,2020-10-31,146.78
New Brunswick,2020-11-01,109.15
New Brunswick,2020-11-02,120.82
New Brunswick,2020-11-03,124.35
New Brunswick,2020-11-04,118.5
New Brunswick,2020-11-05,131.9
New Brunswick,2020-11-06,154.45
New Brunswick,2020-11-07,143.47
New Brunswick,2020-11-08,110.47
New Brunswick,2020-11-09,124.73
New Brunswick,2020-11-10,134.83
New Brunswick,2020-11-11,112.44
New Brunswick,2020-11-12,126.24
New Brunswick,2020-11-13,156.57
New Brunswick,2020-11-14,141.03
New Brunswick,2020-11-15,110.06
New Brunswick,2020-11-16,114.58
New Brunswick,2020-11-17,121.17
New Brunswick,2020-11-18,122.78
New Brunswick,2020-11-19,124.71
New Brunswick,2020-11-20,133.88
New Brunswick,2020-11-21,108.41
New Brunswick,2020-11-22,87.46
New Brunswick,2020-11-23,99.85
New Brunswick,2020-11-24,108.56
New Brunswick,2020-11-25,104
New Brunswick,2020-11-26,113.16
New Brunswick,2020-11-27,119.77
New Brunswick,2020-11-28,98.8
New Brunswick,2020-11-29,82.79
New Brunswick,2020-11-30,105.27
New Brunswick,2020-12-01,100.8
New Brunswick,2020-12-02,111.73
New Brunswick,2020-12-03,114.99
New Brunswick,2020-12-04,124.97
New Brunswick,2020-12-05,98.9
New Brunswick,2020-12-06,77.67
New Brunswick,2020-12-07,109.12
New Brunswick,2020-12-08,114.54
New Brunswick,2020-12-09,113.15
New Brunswick,2020-12-10,119.51
New Brunswick,2020-12-11,143.77
New Brunswick,2020-12-12,126.48
New Brunswick,2020-12-13,86.87
New Brunswick,2020-12-14,112.93
New Brunswick,2020-12-15,119.14
New Brunswick,2020-12-16,122.71
New Brunswick,2020-12-17,123.25
New Brunswick,2020-12-18,144.52
New Brunswick,2020-12-19,138.53
New Brunswick,2020-12-20,108.87
New Brunswick,2020-12-21,128.28
New Brunswick,2020-12-22,128.84
New Brunswick,2020-12-23,136.68
New Brunswick,2020-12-24,85.29
New Brunswick,2020-12-25,46.86
New Brunswick,2020-12-26,69.07
New Brunswick,2020-12-27,89.55
New Brunswick,2020-12-28,99.87
New Brunswick,2020-12-29,110.5
New Brunswick,2020-12-30,115.42
New Brunswick,2020-12-31,119.6
New Brunswick,2021-01-01,81.44
New Brunswick,2021-01-02,74.62
New Brunswick,2021-01-03,95.43
New Brunswick,2021-01-04,106.2
New Brunswick,2021-01-05,109.39
New Brunswick,2021-01-06,94.76
New Brunswick,2021-01-07,97.87
New Brunswick,2021-01-08,109.07
New Brunswick,2021-01-09,90.18
New Brunswick,2021-01-10,76.73
New Brunswick,2021-01-11,91.87
New Brunswick,2021-01-12,100.04
New Brunswick,2021-01-13,95.77
New Brunswick,2021-01-14,97.84
New Brunswick,2021-01-15,110.94
New Brunswick,2021-01-16,93.03
New Brunswick,2021-01-17,67.18
New Brunswick,2021-01-18,90.2
New Brunswick,2021-01-19,99.61
New Brunswick,2021-01-20,85.11
New Brunswick,2021-01-21,89.6
New Brunswick,2021-01-22,98.37
New Brunswick,2021-01-23,88.39
New Brunswick,2021-01-24,68.86
New Brunswick,2021-01-25,86.8
New Brunswick,2021-01-26,90.26
New Brunswick,2021-01-27,96.68
New Brunswick,2021-01-28,96.69
New Brunswick,2021-01-29,110.83
New Brunswick,2021-01-30,97.66
New Brunswick,2021-01-31,81.84
New Brunswick,2021-02-01,100.08
New Brunswick,2021-02-02,56.17
New Brunswick,2021-02-03,94.12
New Brunswick,2021-02-04,102.08
New Brunswick,2021-02-05,115.82
New Brunswick,2021-02-06,97.66
New Brunswick,2021-02-07,82.89
New Brunswick,2021-02-08,79.16
New Brunswick,2021-02-09,100.62
New Brunswick,2021-02-10,103.09
New Brunswick,2021-02-11,109.2
New Brunswick,2021-02-12,125.23
New Brunswick,2021-02-13,115.92
New Brunswick,2021-02-14,97.59
New Brunswick,2021-02-15,86.52
New Brunswick,2021-02-16,63.67
New Brunswick,2021-02-17,113.89
New Brunswick,2021-02-18,113.52
New Brunswick,2021-02-19,125.54
New Brunswick,2021-02-20,109.05
New Brunswick,2021-02-21,92.54
New Brunswick,2021-02-22,103.32
New Brunswick,2021-02-23,98.77
New Brunswick,2021-02-24,111.27
New Brunswick,2021-02-25,109.18
New Brunswick,2021-02-26,131.78
New Brunswick,2021-02-27,122.14
New Brunswick,2021-02-28,102.79
New Brunswick,2021-03-01,107.55
New Brunswick,2021-03-02,106.32
New Brunswick,2021-03-03,131.75
New Brunswick,2021-03-04,139.85
New Brunswick,2021-03-05,152.08
New Brunswick,2021-03-06,140.01
New Brunswick,2021-03-07,105.96
New Brunswick,2021-03-08,108.48
New Brunswick,2021-03-09,113.2
New Brunswick,2021-03-10,119.65
New Brunswick,2021-03-11,120.19
New Brunswick,2021-03-12,NA
New Brunswick,2021-03-13,144.07
New Brunswick,2021-03-14,111.76
New Brunswick,2021-03-15,112.57
New Brunswick,2021-03-16,120.86
New Brunswick,2021-03-17,120.17
New Brunswick,2021-03-18,128.96
New Brunswick,2021-03-19,150.8
New Brunswick,2021-03-20,153.91
New Brunswick,2021-03-21,122.52
New Brunswick,2021-03-22,123.65
New Brunswick,2021-03-23,129.44
New Brunswick,2021-03-24,128.23
New Brunswick,2021-03-25,133.25
New Brunswick,2021-03-26,143.23
New Brunswick,2021-03-27,131.17
New Brunswick,2021-03-28,112.79
New Brunswick,2021-03-29,113.58
New Brunswick,2021-03-30,132.28
New Brunswick,2021-03-31,136.3
New Brunswick,2021-04-01,150.23
New Brunswick,2021-04-02,130.16
New Brunswick,2021-04-03,138.23
New Brunswick,2021-04-04,83.09
New Brunswick,2021-04-05,116.56
New Brunswick,2021-04-06,124.3
New Brunswick,2021-04-07,133.48
New Brunswick,2021-04-08,135
New Brunswick,2021-04-09,158.23
New Brunswick,2021-04-10,152.12
New Brunswick,2021-04-11,120.27
New Brunswick,2021-04-12,123.93
New Brunswick,2021-04-13,124.91
New Brunswick,2021-04-14,139.7
New Brunswick,2021-04-15,141.29
New Brunswick,2021-04-16,158.12
New Brunswick,2021-04-17,138
New Brunswick,2021-04-18,115.92
New Brunswick,2021-04-19,124.47
New Brunswick,2021-04-20,138.24
New Brunswick,2021-04-21,136.57
New Brunswick,2021-04-22,135.09
New Brunswick,2021-04-23,151.84
New Brunswick,2021-04-24,162.87
New Brunswick,2021-04-25,121.38
New Brunswick,2021-04-26,129.28
New Brunswick,2021-04-27,136.44
New Brunswick,2021-04-28,142.58
New Brunswick,2021-04-29,148.75
New Brunswick,2021-04-30,159.73
New Brunswick,2021-05-01,160.29
New Brunswick,2021-05-02,128.16
New Brunswick,2021-05-03,139.55
New Brunswick,2021-05-04,140.75
New Brunswick,2021-05-05,139.38
New Brunswick,2021-05-06,144.85
New Brunswick,2021-05-07,178.62
New Brunswick,2021-05-08,154.78
New Brunswick,2021-05-09,119.94
New Brunswick,2021-05-10,141.36
New Brunswick,2021-05-11,132.18
New Brunswick,2021-05-12,138.6
New Brunswick,2021-05-13,153.56
New Brunswick,2021-05-14,174.15
New Brunswick,2021-05-15,173.05
New Brunswick,2021-05-16,135.73
New Brunswick,2021-05-17,148.21
New Brunswick,2021-05-18,148.23
New Brunswick,2021-05-19,153.33
New Brunswick,2021-05-20,163.19
New Brunswick,2021-05-21,191.32
New Brunswick,2021-05-22,167.59
New Brunswick,2021-05-23,131.01
New Brunswick,2021-05-24,140.04
New Brunswick,2021-05-25,152.93
New Brunswick,2021-05-26,162.84
New Brunswick,2021-05-27,164.9
New Brunswick,2021-05-28,187.51
New Brunswick,2021-05-29,175.2
New Brunswick,2021-05-30,132.64
New Brunswick,2021-05-31,146.71
New Brunswick,2021-06-01,158.31
New Brunswick,2021-06-02,164.28
New Brunswick,2021-06-03,162.5
New Brunswick,2021-06-04,188.6
New Brunswick,2021-06-05,183.01
New Brunswick,2021-06-06,143.39
New Brunswick,2021-06-07,163.69
New Brunswick,2021-06-08,160.18
New Brunswick,2021-06-09,161.88
New Brunswick,2021-06-10,168.76
New Brunswick,2021-06-11,190.47
New Brunswick,2021-06-12,194.88
New Brunswick,2021-06-13,149.09
New Brunswick,2021-06-14,161.31
New Brunswick,2021-06-15,161.52
New Brunswick,2021-06-16,170.69
New Brunswick,2021-06-17,181.45
New Brunswick,2021-06-18,207.6
New Brunswick,2021-06-19,194.18
New Brunswick,2021-06-20,157.57
New Brunswick,2021-06-21,179.9
New Brunswick,2021-06-22,176.17
New Brunswick,2021-06-23,185.75
New Brunswick,2021-06-24,193.03
New Brunswick,2021-06-25,219.15
New Brunswick,2021-06-26,212.03
New Brunswick,2021-06-27,170.57
New Brunswick,2021-06-28,186.78
New Brunswick,2021-06-29,203.3
New Brunswick,2021-06-30,219.47
New Brunswick,2021-07-01,191.11
New Brunswick,2021-07-02,230.82
New Brunswick,2021-07-03,222.25
New Brunswick,2021-07-04,185.86
New Brunswick,2021-07-05,218.82
New Brunswick,2021-07-06,217.96
New Brunswick,2021-07-07,223.27
New Brunswick,2021-07-08,226.2
New Brunswick,2021-07-09,228.89
New Brunswick,2021-07-10,250.06
New Brunswick,2021-07-11,224.14
New Brunswick,2021-07-12,225.16
New Brunswick,2021-07-13,231.03
New Brunswick,2021-07-14,229.59
New Brunswick,2021-07-15,242.85
New Brunswick,2021-07-16,286.73
New Brunswick,2021-07-17,292.76
New Brunswick,2021-07-18,236.11
New Brunswick,2021-07-19,239.78
New Brunswick,2021-07-20,245.42
New Brunswick,2021-07-21,237.72
New Brunswick,2021-07-22,249.67
New Brunswick,2021-07-23,293.02
New Brunswick,2021-07-24,300.95
New Brunswick,2021-07-25,263.08
New Brunswick,2021-07-26,248.3
New Brunswick,2021-07-27,258.84
New Brunswick,2021-07-28,269
New Brunswick,2021-07-29,278.38
New Brunswick,2021-07-30,308.8
New Brunswick,2021-07-31,314.57
New Brunswick,2021-08-01,280.01
New Brunswick,2021-08-02,243.46
New Brunswick,2021-08-03,277.22
New Brunswick,2021-08-04,274.44
New Brunswick,2021-08-05,263.44
New Brunswick,2021-08-06,310.94
New Brunswick,2021-08-07,324.26
New Brunswick,2021-08-08,274.57
New Brunswick,2021-08-09,281.78
New Brunswick,2021-08-10,276.07
New Brunswick,2021-08-11,275.93
New Brunswick,2021-08-12,289.98
New Brunswick,2021-08-13,346.08
New Brunswick,2021-08-14,324.38
New Brunswick,2021-08-15,281.91
New Brunswick,2021-08-16,292.34
New Brunswick,2021-08-17,283.7
New Brunswick,2021-08-18,290.64
New Brunswick,2021-08-19,301.31
New Brunswick,2021-08-20,341.16
New Brunswick,2021-08-21,335.52
New Brunswick,2021-08-22,285.39
New Brunswick,2021-08-23,266.81
New Brunswick,2021-08-24,267.58
New Brunswick,2021-08-25,276.95
New Brunswick,2021-08-26,280.87
New Brunswick,2021-08-27,314.81
New Brunswick,2021-08-28,304.38
